text,perplexity
市の窓口には数々国語で書かれた外国人らしいパンフレットがおいてある。,32.2749181118584
,
佐藤教授はテレビを通じて環境保護を訴えた。,16.6846023449785
佐藤教授はテレビをわたって環境保護を訴えた。,78.0465958994523
佐藤教授はテレビを加えて環境保護を訴えた。,87.8178685472988
佐藤教授はテレビをよって環境保護を訴えた。,72.2202521033884
,
この薬はよく効く反面、副作用も強い。,8.60263171041507
この薬はよく効く割りに、副作用も強い。,11.0323369974313
この薬はよく効くに代わり、副作用も強い。,37.3338750177124
この薬はよく効くに反し、副作用も強い。,12.9055807611078
,
タバコの値上げをきっかけに、禁煙することにした。,4.64365024933859
タバコの値上げをもとに、禁煙することにした。,10.0082435636236
タバコの値上げを際に、禁煙することにした。,29.6306015171091
タバコの値上げをこめて、禁煙することにした。,24.3034443989922
,
知っていたくせに教えてくれなかったなんて、酷い人だ。,6.64910864558577
知っていたからといって教えてくれなかったなんて、酷い人だ。,5.04951743811585
知っていた割りに教えてくれなかったなんて、酷い人だ。,12.2818340501818
知っていた反面教えてくれなかったなんて、酷い人だ。,16.0064807159657
